date,state,city,level,lat,lng,cases,pop2019,ibgeCode,casesPer100k,deaths,deathRate
2020-04-01,TO,0,state,-10.7767972946167,-53.06805419921875,12,1572866.0,17.0,0.76294,0.0,0.0
2020-04-01,PA,Abaetetuba,city,-1.7288899421691897,-48.87382125854492,1,157698.0,1500107.0,0.63412,0.0,0.0
2020-04-01,AC,Acrelândia,city,-10.076239585876463,-67.05326843261719,8,15256.0,1200013.0,52.43838,0.0,0.0
2020-04-01,ES,Afonso Cláudio,city,-20.074119567871094,-41.12117004394531,1,30586.0,3200102.0,3.26947,0.0,0.0
2020-04-01,BA,Alagoinhas,city,-12.136770248413086,-38.423038482666016,3,151596.0,2900702.0,1.9789400000000001,0.0,0.0
2020-04-01,MS,Alcinópolis,city,-18.3239803314209,-53.70423889160156,1,5343.0,5000252.0,18.716079999999998,0.0,0.0
2020-04-01,RS,Alegrete,city,-29.78440093994141,-55.79130935668945,1,73589.0,4300406.0,1.3589,0.0,0.0
2020-04-01,MG,Alfenas,city,-21.43609046936035,-45.94480895996094,1,79996.0,3101607.0,1.25006,0.0,0.0
2020-04-01,PE,Aliança,city,-7.605219841003418,-35.22235870361328,1,38386.0,2600708.0,2.60512,0.0,0.0
2020-04-01,PR,Almirante Tamandaré,city,-25.316570281982425,-49.30155944824219,3,118623.0,4100400.0,2.52902,0.0,0.0
2020-04-01,ES,Alto Rio Novo,city,-19.05927085876465,-41.017539978027344,1,7836.0,3200359.0,12.761610000000001,0.0,0.0
2020-04-01,RS,Alvorada,city,-30.00057029724121,-51.07857894897461,2,210305.0,4300604.0,0.951,0.0,0.0
2020-04-01,SP,Americana,city,-22.7390193939209,-47.33187866210938,2,239597.0,3501608.0,0.83473,0.0,0.0
2020-04-01,PA,Ananindeua,city,-1.366000056266785,-48.37211990356445,7,530598.0,1500800.0,1.3192700000000002,0.0,0.0
2020-04-01,RJ,Angra dos Reis,city,-23.00712966918945,-44.3131103515625,1,203785.0,3300100.0,0.49071000000000004,0.0,0.0
2020-04-01,AM,Anori,city,-3.743149995803833,-61.65835952758789,1,21010.0,1300102.0,4.75964,0.0,0.0
2020-04-01,RS,Anta Gorda,city,-28.97241973876953,-52.00492858886719,2,5981.0,4300703.0,33.43922,0.0,0.0
2020-04-01,SC,Antônio Carlos,city,-27.517229080200195,-48.76794815063477,1,8513.0,4201208.0,11.746739999999999,0.0,0.0
2020-04-01,GO,Anápolis,city,-16.328659057617188,-48.95294952392578,4,386923.0,5201108.0,1.0338,0.0,0.0
2020-04-01,GO,Aparecida de Goiânia,city,-16.822629928588867,-49.25107955932617,2,578179.0,5201405.0,0.34591,0.0,0.0
2020-04-01,RN,Apodi,city,-5.663090229034424,-37.79819869995117,1,35845.0,2401008.0,2.78979,0.0,0.0
2020-04-01,CE,Aquiraz,city,-3.898940086364746,-38.367488861083984,14,80271.0,2301000.0,17.440920000000002,0.0,0.0
2020-04-01,SE,Aracaju,city,-10.909210205078123,-37.07445907592773,19,657013.0,2800308.0,2.89188,0.0,0.0
2020-04-01,ES,Aracruz,city,-19.83877944946289,-40.26620864868164,1,101220.0,3200607.0,0.98795,0.0,0.0
2020-04-01,MG,Araguari,city,-18.65121078491211,-48.19464111328125,1,117267.0,3103504.0,0.85275,0.0,0.0
2020-04-01,TO,Araguaína,city,-7.191969871520996,-48.2081413269043,3,180470.0,1702109.0,1.6623299999999999,0.0,0.0
2020-04-01,PR,Arapongas,city,-23.41904067993164,-51.42584991455078,2,123027.0,4101507.0,1.62566,0.0,0.0
2020-04-01,PR,Araucária,city,-25.577999114990234,-49.39789962768555,1,143843.0,4101804.0,0.6952,0.0,0.0
2020-04-01,SP,Araçatuba,city,-21.211000442504886,-50.43341827392578,2,197016.0,3502804.0,1.01515,0.0,0.0
2020-04-01,RJ,Arraial do Cabo,city,-22.954530715942386,-42.03665161132813,1,30349.0,3300258.0,3.295,1.0,1.0
2020-04-01,SP,Arujá,city,-23.39631080627441,-46.32170867919922,2,89824.0,3503901.0,2.22658,0.0,0.0
2020-04-01,PR,Assis Chateaubriand,city,-24.40683937072754,-53.507118225097656,1,33362.0,4102000.0,2.99742,0.0,0.0
2020-04-01,MA,Açailândia,city,-4.954100131988525,-47.503089904785156,1,112445.0,2100055.0,0.8893200000000001,0.0,0.0
2020-04-01,RN,Açu,city,-5.576200008392334,-36.91485977172852,1,58017.0,2400208.0,1.72363,0.0,0.0
2020-04-01,RS,Bagé,city,-31.32862091064453,-54.10736083984375,15,121143.0,4301602.0,12.382060000000001,0.0,0.0
2020-04-01,SC,Balneário Arroio do Silva,city,-28.98764991760254,-49.418540954589844,1,13071.0,4201950.0,7.6505199999999975,0.0,0.0
2020-04-01,SC,Balneário Camboriú,city,-26.98329925537109,-48.63330078125,10,142295.0,4202008.0,7.02765,0.0,0.0
2020-04-01,PA,Barcarena,city,-1.5195900201797483,-48.617591857910156,1,124680.0,1501303.0,0.80205,0.0,0.0
2020-04-01,BA,Barra,city,-11.088809967041016,-43.13922882080078,1,53578.0,2902708.0,1.86644,0.0,0.0
2020-04-01,RJ,Barra Mansa,city,-22.54132080078125,-44.169090270996094,2,184412.0,3300407.0,1.08453,0.0,0.0
2020-04-01,BA,Barra do Rocha,city,-14.23330020904541,-39.650001525878906,1,5714.0,2903102.0,17.50088,0.0,0.0
2020-04-01,BA,Barreiras,city,-12.147640228271484,-44.99489974975586,1,155439.0,2903201.0,0.6433399999999999,0.0,0.0
2020-04-01,SP,Barueri,city,-23.50428009033203,-46.84460830688477,21,274182.0,3505708.0,7.65915,0.0,0.0
2020-04-01,MS,Batayporã,city,-22.293270111083984,-53.26736068725586,3,11329.0,5002001.0,26.48071,1.0,0.3333
2020-04-01,SP,Bauru,city,-22.33068084716797,-49.06972885131836,2,376818.0,3506003.0,0.53076,0.0,0.0
2020-04-01,CE,Beberibe,city,-4.1893701553344735,-38.11796951293945,1,53573.0,2302206.0,1.8666099999999999,0.0,0.0
2020-04-01,RJ,Belford Roxo,city,-22.763620376586914,-43.399681091308594,3,510906.0,3300456.0,0.58719,0.0,0.0
2020-04-01,MG,Belo Horizonte,city,-19.91951942443848,-43.938331604003906,188,2512070.0,3106200.0,7.48387,2.0,0.0106
2020-04-01,PE,Belo Jardim,city,-8.337360382080076,-36.424400329589844,1,76439.0,2601706.0,1.30823,0.0,0.0
2020-04-01,PA,Belém,city,-1.4564299583435059,-48.50326919555664,25,1492745.0,1501402.0,1.67477,0.0,0.0
2020-04-01,RS,Bento Gonçalves,city,-29.17427062988281,-51.51852035522461,2,120454.0,4302105.0,1.66038,0.0,0.0
2020-04-01,MG,Betim,city,-19.967649459838867,-44.19924926757813,5,439340.0,3106705.0,1.1380700000000001,0.0,0.0
2020-04-01,SC,Blumenau,city,-26.91840934753418,-49.06673049926758,22,357199.0,4202404.0,6.1590300000000004,0.0,0.0
2020-04-01,MG,Boa Esperança,city,-21.091970443725586,-45.56327819824219,1,40127.0,3107109.0,2.49209,0.0,0.0
2020-04-01,RR,Boa Vista,city,2.821749925613404,-60.673561096191406,23,399213.0,1400100.0,5.7613400000000015,0.0,0.0
2020-04-01,AM,Boca do Acre,city,-8.745590209960938,-67.39726257324219,1,34308.0,1300706.0,2.91477,0.0,0.0
2020-04-01,MG,Bom Despacho,city,-19.73677062988281,-45.251991271972656,1,50605.0,3107406.0,1.9760900000000001,0.0,0.0
2020-04-01,RR,Bonfim,city,3.3611900806427,-59.83652114868164,3,12409.0,1400159.0,24.176,0.0,0.0
2020-04-01,DF,Brasília,city,-15.778429985046387,-47.92864990234375,370,3015268.0,5300108.0,12.27088,4.0,0.0108
2020-04-01,SC,Braço do Norte,city,-28.28342056274414,-49.15863037109375,12,33450.0,4202800.0,35.87444,0.0,0.0
2020-04-01,SP,Brodowski,city,-20.983980178833008,-47.659629821777344,1,24939.0,3507803.0,4.00978,0.0,0.0
2020-04-01,BA,Brumado,city,-14.20028018951416,-41.6675910949707,5,67195.0,2904605.0,7.4410300000000005,0.0,0.0
2020-04-01,SC,Brusque,city,-27.09531021118164,-48.91875076293945,3,134723.0,4202909.0,2.2267900000000003,0.0,0.0
2020-04-01,PB,Cabedelo,city,-6.977940082550049,-34.833709716796875,1,67736.0,2503209.0,1.47632,0.0,0.0
2020-04-01,SP,Cachoeira Paulista,city,-22.6700496673584,-45.00693893432617,1,33327.0,3508603.0,3.00057,0.0,0.0
2020-04-01,RS,Cachoeira do Sul,city,-30.048959732055664,-52.88861846923828,1,82201.0,4303004.0,1.21653,0.0,0.0
2020-04-01,RS,Cachoeirinha,city,-29.94903945922852,-51.095680236816406,1,130293.0,4303103.0,0.7675,0.0,0.0
2020-04-01,ES,Cachoeiro de Itapemirim,city,-20.84918975830078,-41.1131706237793,1,208972.0,3201209.0,0.47853,0.0,0.0
2020-04-01,RN,Caicó,city,-6.460370063781737,-37.09819030761719,2,67952.0,2402006.0,2.94325,0.0,0.0
2020-04-01,SP,Caieiras,city,-23.36451911926269,-46.74008178710938,11,101470.0,3509007.0,10.840639999999999,1.0,0.0909
2020-04-01,SP,Cajamar,city,-23.356359481811523,-46.876991271972656,1,76801.0,3509205.0,1.30207,0.0,0.0
2020-04-01,GO,Caldas Novas,city,-17.745800018310547,-48.62583923339844,1,91162.0,5204508.0,1.09695,0.0,0.0
2020-04-01,RS,Camaquã,city,-30.851030349731445,-51.81256866455078,1,66261.0,4303509.0,1.50918,0.0,0.0
2020-04-01,PE,Camaragibe,city,-8.000029563903809,-34.993240356445305,2,157828.0,2603454.0,1.2672,0.0,0.0
2020-04-01,BA,Camaçari,city,-12.69379997253418,-38.3231086730957,4,299132.0,2905701.0,1.3372,0.0,0.0
2020-04-01,SC,Camboriú,city,-26.99160003662109,-48.63599014282226,7,82989.0,4203204.0,8.43485,0.0,0.0
2020-04-01,PR,Cambé,city,-23.275279998779297,-51.28160858154297,1,106533.0,4103701.0,0.93868,0.0,0.0
2020-04-01,GO,Campestre de Goiás,city,-16.76215934753418,-49.695030212402344,1,3630.0,5204607.0,27.548209999999997,0.0,0.0
2020-04-01,PB,Campina Grande,city,-7.224050045013428,-35.8909912109375,2,409731.0,2504009.0,0.48813,0.0,0.0
2020-04-01,SP,Campinas,city,-22.909019470214844,-47.06460189819336,22,1204073.0,3509502.0,1.82713,1.0,0.0455
2020-04-01,MG,Campo Belo,city,-20.89366912841797,-45.26969909667969,1,54029.0,3111200.0,1.85086,0.0,0.0
2020-04-01,RS,Campo Bom,city,-29.58502960205078,-51.08980941772461,2,66712.0,4303905.0,2.99796,0.0,0.0
2020-04-01,MS,Campo Grande,city,-20.45630073547364,-54.61532974243164,38,895982.0,5002704.0,4.24116,0.0,0.0
2020-04-01,PR,Campo Largo,city,-25.454450607299805,-49.514549255371094,4,132002.0,4104204.0,3.0302599999999997,0.0,0.0
2020-04-01,PR,Campo Mourão,city,-24.0462703704834,-52.38420104980469,4,94859.0,4104303.0,4.21678,0.0,0.0
2020-04-01,MG,Campos Altos,city,-19.697410583496094,-46.16944885253906,1,15461.0,3111507.0,6.4678900000000015,0.0,0.0
2020-04-01,RJ,Campos dos Goytacazes,city,-21.754600524902344,-41.32418823242188,1,507548.0,3301009.0,0.19702999999999998,0.0,0.0
2020-04-01,BA,Canarana,city,-11.68616008758545,-41.7676887512207,1,26176.0,2906204.0,3.82029,0.0,0.0
2020-04-01,BA,Candeias,city,-12.674790382385256,-38.54270935058594,1,87076.0,2906501.0,1.14842,0.0,0.0
2020-04-01,SC,Canelinha,city,-27.265560150146484,-48.76789093017578,1,12240.0,4203709.0,8.16993,0.0,0.0
2020-04-01,RS,Canguçu,city,-31.40529060363769,-52.68262100219727,1,56045.0,4304507.0,1.7842799999999999,0.0,0.0
2020-04-01,RS,Canoas,city,-29.91522979736328,-51.18267822265625,8,346616.0,4304606.0,2.30803,0.0,0.0
2020-04-01,MG,Capitólio,city,-20.615009307861328,-46.0551986694336,1,8632.0,3112802.0,11.5848,0.0,0.0
2020-04-01,RS,Capão da Canoa,city,-29.74785041809082,-50.01974105834961,2,53049.0,4304630.0,3.7701,0.0,0.0
2020-04-01,RS,Capão do Leão,city,-31.76055908203125,-52.43743133544922,1,25354.0,4304663.0,3.94415,0.0,0.0
2020-04-01,SP,Carapicuíba,city,-23.52511978149414,-46.83568954467773,7,400927.0,3510609.0,1.74595,0.0,0.0
2020-04-01,AM,Careiro da Várzea,city,-3.197499990463257,-59.82543182373047,1,30225.0,1301159.0,3.3085199999999997,0.0,0.0
2020-04-01,ES,Cariacica,city,-20.314979553222656,-40.38470077514648,7,381285.0,3201308.0,1.8359,0.0,0.0
2020-04-01,RS,Carlos Barbosa,city,-29.300750732421875,-51.505149841308594,1,29833.0,4304804.0,3.3519900000000002,0.0,0.0
2020-04-01,MG,Carmo do Cajuru,city,-20.18730926513672,-44.77280044555664,1,22478.0,3114204.0,4.44879,0.0,0.0
2020-04-01,RN,Carnaubais,city,-5.340000152587892,-36.83050155639648,1,10759.0,2402501.0,9.29454,0.0,0.0
2020-04-01,PE,Caruaru,city,-8.277700424194336,-35.98154067993164,1,361118.0,2604106.0,0.27692,0.0,0.0
2020-04-01,PR,Cascavel,city,-24.96363067626953,-53.45365905761719,10,328454.0,4104808.0,3.04457,1.0,0.1
2020-04-01,PA,Castanhal,city,-1.2860100269317627,-47.91379165649414,1,200793.0,1502400.0,0.49803000000000003,0.0,0.0
2020-04-01,ES,Castelo,city,-20.597789764404297,-41.20484924316406,2,37534.0,3201407.0,5.3285,0.0,0.0
2020-04-01,PR,Castro,city,-24.791790008544922,-50.01152038574219,1,71484.0,4104907.0,1.39891,0.0,0.0
2020-04-01,GO,Catalão,city,-12.22511,-38.97552,1,108823.0,5205109.0,0.9189200000000001,0.0,0.0
2020-04-01,BA,Catu,city,-12.358779907226562,-38.38560104370117,1,54704.0,2907509.0,1.82802,0.0,0.0
2020-04-01,CE,Caucaia,city,-3.7354199886322017,-38.66088104248047,1,361400.0,2303709.0,0.2767,0.0,0.0
2020-04-01,RS,Caxias do Sul,city,-29.16781997680664,-51.17895889282226,13,510906.0,4305108.0,2.5445,0.0,0.0
2020-04-01,RN,Ceará-Mirim,city,-5.635200023651122,-35.41960144042969,1,73497.0,2402600.0,1.3606,0.0,0.0
2020-04-01,RS,Cerro Grande do Sul,city,-30.59408950805664,-51.75127029418945,1,12239.0,4305173.0,8.1706,0.0,0.0
2020-04-01,SC,Chapecó,city,-27.113040924072266,-52.61191940307617,5,220367.0,4204202.0,2.26894,0.0,0.0
2020-04-01,RS,Charqueadas,city,-29.955080032348643,-51.62533950805664,1,40789.0,4305355.0,2.4516400000000003,0.0,0.0
2020-04-01,PR,Cianorte,city,-23.66323089599609,-52.60538864135742,8,82620.0,4105508.0,9.682889999999999,0.0,0.0
2020-04-01,GO,Cidade Ocidental,city,-16.113630294799805,-47.93791961669922,1,71376.0,5205497.0,1.40103,0.0,0.0
2020-04-01,BA,Coaraci,city,-14.636619567871096,-39.55495071411133,1,16993.0,2908002.0,5.88478,0.0,0.0
2020-04-01,PR,Colombo,city,-25.29212951660156,-49.2259407043457,2,243726.0,4105805.0,0.8205899999999999,0.0,0.0
2020-04-01,BA,Conceição do Jacuípe,city,-12.403260231018065,-38.75378036499024,1,33153.0,2908507.0,3.01632,0.0,0.0
2020-04-01,BA,Conde,city,-11.813929557800293,-37.61051940917969,1,25837.0,2908606.0,3.8704199999999997,0.0,0.0
2020-04-01,MG,Contagem,city,-19.964399337768555,-44.02671813964844,7,663855.0,3118601.0,1.05445,0.0,0.0
2020-04-01,PR,Contenda,city,-25.67917060852051,-49.52685165405274,1,18584.0,4106209.0,5.38097,0.0,0.0
2020-04-01,MG,Coronel Fabriciano,city,-19.52235984802246,-42.624488830566406,2,109855.0,3119401.0,1.8205799999999999,0.0,0.0
2020-04-01,SP,Cotia,city,-23.60421943664551,-46.924560546875,21,249210.0,3513009.0,8.426630000000001,2.0,0.0952
2020-04-01,SC,Criciúma,city,-28.67799949645996,-49.37165069580078,21,215186.0,4204608.0,9.759,0.0,0.0
2020-04-01,RS,Cruzeiro do Sul,city,-29.51317977905273,-51.98830032348633,1,12348.0,4306205.0,8.09848,0.0,0.0
2020-04-01,MT,Cuiabá,city,-15.598759651184082,-56.09463882446289,19,612547.0,5103403.0,3.1018,0.0,0.0
2020-04-01,PR,Curitiba,city,-25.439979553222656,-49.27653884887695,97,1933105.0,4106902.0,5.01783,0.0,0.0
2020-04-01,SP,Diadema,city,-23.688899993896484,-46.625831604003906,8,423884.0,3513801.0,1.8873099999999998,0.0,0.0
2020-04-01,BA,Dias d'Ávila,city,-12.614130020141602,-38.29729843139648,1,81089.0,2910057.0,1.2332100000000001,0.0,0.0
2020-04-01,MG,Divinópolis,city,-20.1389102935791,-44.887290954589844,13,238230.0,3122306.0,5.45691,0.0,0.0
2020-04-01,RS,Dois Irmãos,city,-29.58502960205078,-51.08980941772461,1,32671.0,4306403.0,3.06082,0.0,0.0
2020-04-01,RS,Dom Pedrito,city,-30.982370376586914,-54.67757034301758,1,38461.0,4306601.0,2.6000400000000004,0.0,0.0
2020-04-01,MS,Dourados,city,-22.22911071777344,-54.81092834472656,3,222949.0,5003702.0,1.3456,0.0,0.0
2020-04-01,RJ,Duque de Caxias,city,-22.787410736083984,-43.31298065185547,6,919596.0,3301702.0,0.65246,0.0,0.0
2020-04-01,RS,Eldorado do Sul,city,-29.99737930297852,-51.310340881347656,1,41285.0,4306767.0,2.42219,0.0,0.0
2020-04-01,SP,Embu das Artes,city,-23.648910522460927,-46.85290908813477,8,273726.0,3515004.0,2.92263,1.0,0.125
2020-04-01,RS,Erechim,city,-27.635900497436523,-52.274658203125,3,105862.0,4307005.0,2.8338799999999997,0.0,0.0
2020-04-01,RS,Estrela,city,-29.50082015991211,-51.96392059326172,1,34116.0,4307807.0,2.93118,0.0,0.0
2020-04-01,RS,Estância Velha,city,-29.6518497467041,-51.17473983764648,2,50022.0,4307609.0,3.99824,0.0,0.0
2020-04-01,CE,Eusébio,city,-3.890820026397705,-38.4498405456543,1,53618.0,2304285.0,1.86505,1.0,1.0
2020-04-01,MG,Extrema,city,-22.85391998291016,-46.31837844848633,1,36225.0,3125101.0,2.76052,0.0,0.0
2020-04-01,RS,Farroupilha,city,-29.224720001220703,-51.3484992980957,1,72331.0,4307906.0,1.38253,0.0,0.0
2020-04-01,PR,Faxinal,city,-24.00144004821777,-51.31811904907226,1,17251.0,4107603.0,5.7967699999999995,0.0,0.0
2020-04-01,PR,Fazenda Rio Grande,city,-25.64703941345215,-49.31262969970703,1,100209.0,4107652.0,0.9979100000000001,0.0,0.0
2020-04-01,BA,Feira de Santana,city,-12.25551986694336,-38.95991897583008,19,614872.0,2910800.0,3.09007,0.0,0.0
2020-04-01,PE,Fernando de Noronha,city,-3.844899892807007,-32.40866851806641,2,3061.0,2605459.0,65.33811999999999,0.0,0.0
2020-04-01,SP,Ferraz de Vasconcelos,city,-23.54303932189941,-46.37017822265625,9,194276.0,3515707.0,4.63258,0.0,0.0
2020-04-01,SC,Florianópolis,city,-27.59758949279785,-48.54798889160156,60,500973.0,4205407.0,11.97669,0.0,0.0
2020-04-01,CE,Fortaleza,city,-3.718410015106201,-38.54288101196289,413,2669342.0,2304400.0,15.471979999999999,6.0,0.0145
2020-04-01,CE,Fortim,city,-4.4508700370788565,-37.79644012451172,1,16480.0,2304459.0,6.06796,0.0,0.0
2020-04-01,PR,Foz do Iguaçu,city,-25.51571083068848,-54.57011032104492,12,258532.0,4108304.0,4.64159,0.0,0.0
2020-04-01,PR,Francisco Beltrão,city,-26.080209732055664,-53.05495071411133,1,91093.0,4108403.0,1.09778,0.0,0.0
2020-04-01,SP,Franco da Rocha,city,-23.32271957397461,-46.72526931762695,4,154489.0,3516408.0,2.58918,0.0,0.0
2020-04-01,RS,Garibaldi,city,-29.254169464111328,-51.53110122680664,1,35070.0,4308607.0,2.85144,0.0,0.0
2020-04-01,SC,Gaspar,city,-26.93202972412109,-48.95867156982422,2,69639.0,4205902.0,2.87195,0.0,0.0
2020-04-01,PE,Goiana,city,-7.5624098777771,-34.998428344726555,1,79758.0,2606200.0,1.25379,1.0,1.0
2020-04-01,GO,Goianésia,city,-15.326899528503418,-49.11729049682617,1,70084.0,5208608.0,1.42686,0.0,0.0
2020-04-01,PR,Goioerê,city,-24.185020446777344,-53.01911926269531,1,28884.0,4108601.0,3.4621199999999996,0.0,0.0
2020-04-01,GO,Goiânia,city,-16.679309844970707,-49.25645065307617,42,1516113.0,5208707.0,2.7702400000000003,0.0,0.0
2020-04-01,MG,Governador Valadares,city,-18.84820938110352,-41.95035934448242,2,279885.0,3127701.0,0.71458,0.0,0.0
2020-04-01,SC,Gravatal,city,-28.331809997558594,-49.03493118286133,3,11501.0,4206207.0,26.08469,0.0,0.0
2020-04-01,RS,Gravataí,city,-29.94235992431641,-50.99121856689453,4,281519.0,4309209.0,1.42086,0.0,0.0
2020-04-01,RJ,Guapimirim,city,-22.5214900970459,-42.97927856445313,1,60517.0,3301850.0,1.6524299999999998,0.0,0.0
2020-04-01,ES,Guarapari,city,-20.672250747680664,-40.49895858764648,2,124859.0,3202405.0,1.60181,0.0,0.0
2020-04-01,PR,Guarapuava,city,-25.3930606842041,-51.45677185058594,1,181504.0,4109401.0,0.55095,0.0,0.0
2020-04-01,SP,Guarujá,city,-23.99428939819336,-46.25732040405274,1,320459.0,3518701.0,0.31205,0.0,0.0
2020-04-01,SP,Guarulhos,city,-23.44352912902832,-46.5076789855957,25,1379182.0,3518800.0,1.81267,2.0,0.08
2020-04-01,PR,Guaíra,city,-24.07946968078613,-54.2575798034668,2,33119.0,4108809.0,6.03883,0.0,0.0
2020-04-01,MG,Guimarânia,city,-18.84234046936035,-46.79383087158203,1,8039.0,3128907.0,12.43936,0.0,0.0
2020-04-01,GO,Hidrolândia,city,-16.968379974365234,-49.231910705566406,1,21706.0,5209705.0,4.6070199999999994,0.0,0.0
2020-04-01,SP,Hortolândia,city,-22.8726806640625,-47.20993041992188,2,230851.0,3519071.0,0.86636,0.0,0.0
2020-04-01,PR,Ibaiti,city,-23.85565948486328,-50.19483184814453,1,31364.0,4109708.0,3.18837,0.0,0.0
2020-04-01,PB,Igaracy,city,-7.174789905548098,-38.14616012573242,1,6117.0,2502607.0,16.34788,0.0,0.0
2020-04-01,BA,Ilhéus,city,-14.787819862365724,-39.04756164550781,7,162327.0,2913606.0,4.31228,0.0,0.0
2020-04-01,SC,Imbituba,city,-28.23805046081543,-48.66965866088867,5,44853.0,4207304.0,11.14753,0.0,0.0
2020-04-01,MA,Imperatriz,city,-5.526209831237793,-47.47748184204102,1,258682.0,2105302.0,0.38658000000000003,0.0,0.0
2020-04-01,SC,Indaial,city,-26.89694976806641,-49.2322883605957,1,69425.0,4207502.0,1.4404,0.0,0.0
2020-04-01,SP,Indaiatuba,city,-23.087650299072266,-47.22294998168945,2,251627.0,3520509.0,0.79483,0.0,0.0
2020-04-01,MG,Ipatinga,city,-19.466920852661133,-42.536399841308594,1,263410.0,3131307.0,0.37964000000000003,0.0,0.0
2020-04-01,BA,Ipiaú,city,-14.132369995117188,-39.7342414855957,1,45873.0,2913903.0,2.17993,0.0,0.0
2020-04-01,PE,Ipubi,city,-7.651609897613525,-40.15119934082031,1,30854.0,2607307.0,3.24107,0.0,0.0
2020-04-01,SP,Iracemápolis,city,-22.581239700317386,-47.52025985717773,1,24235.0,3521408.0,4.12626,0.0,0.0
2020-04-01,PR,Iretama,city,-24.42370986938477,-52.108070373535156,1,10169.0,4110805.0,9.83381,0.0,0.0
2020-04-01,RJ,Itaboraí,city,-22.747520446777344,-42.86067962646485,4,240592.0,3301900.0,1.66257,0.0,0.0
2020-04-01,BA,Itabuna,city,-14.788949966430664,-39.277191162109375,4,213223.0,2914802.0,1.8759700000000001,0.0,0.0
2020-04-01,AM,Itacoatiara,city,-3.1420600414276123,-58.44083023071289,4,101337.0,1301902.0,3.9472300000000002,0.0,0.0
2020-04-01,BA,Itagibá,city,-14.288619995117188,-39.84445190429688,1,14579.0,2915205.0,6.85918,0.0,0.0
2020-04-01,CE,Itaitinga,city,-3.972079992294312,-38.52888107299805,1,37980.0,2306256.0,2.6329599999999997,0.0,0.0
2020-04-01,PA,Itaituba,city,-4.269179821014403,-55.98952102661133,1,101247.0,1503606.0,0.9876799999999999,0.0,0.0
2020-04-01,SC,Itajaí,city,-26.90835952758789,-48.66260147094727,18,219536.0,4208203.0,8.199110000000001,0.0,0.0
2020-04-01,BA,Itajuípe,city,-14.672940254211426,-39.37551879882813,3,20491.0,2915502.0,14.64057,0.0,0.0
2020-04-01,BA,Itamaraju,city,-17.04241943359375,-39.541839599609375,1,64486.0,2915601.0,1.55072,0.0,0.0
2020-04-01,SP,Itanhaém,city,-24.183490753173828,-46.78934860229492,2,101816.0,3522109.0,1.96433,0.0,0.0
2020-04-01,SP,Itapecerica da Serra,city,-23.717830657958984,-46.84894943237305,4,175693.0,3522208.0,2.2767,0.0,0.0
2020-04-01,SC,Itapema,city,-27.090959548950195,-48.61240005493164,2,65312.0,4208302.0,3.06222,0.0,0.0
2020-04-01,ES,Itapemirim,city,-21.010080337524414,-40.83306121826172,1,34348.0,3202801.0,2.91138,0.0,0.0
2020-04-01,SP,Itapevi,city,-23.54191017150879,-46.92533874511719,6,237700.0,3522505.0,2.52419,0.0,0.0
2020-04-01,SP,Itaquaquecetuba,city,-23.47871971130371,-46.35319900512695,3,370821.0,3523107.0,0.80902,0.0,0.0
2020-04-01,BA,Itororó,city,-15.120420455932615,-40.0665283203125,1,20382.0,2917102.0,4.90629,0.0,0.0
2020-04-01,GO,Itumbiara,city,-18.403379440307614,-49.20759963989258,2,104742.0,5211503.0,1.90945,0.0,0.0
2020-04-01,SP,Itupeva,city,-23.1524600982666,-47.05794143676758,1,61252.0,3524006.0,1.6326,0.0,0.0
2020-04-01,RS,Ivoti,city,-29.594970703125,-51.16154098510742,3,24293.0,4310801.0,12.34924,1.0,0.3333
2020-04-01,SC,Içara,city,-28.71384048461914,-49.29983139038086,1,56421.0,4207007.0,1.7723900000000001,0.0,0.0
2020-04-01,PE,Jaboatão dos Guararapes,city,-8.179550170898438,-34.94702911376953,6,702298.0,2607901.0,0.85434,0.0,0.0
2020-04-01,SP,Jaguariúna,city,-22.70583915710449,-46.98627090454102,1,57488.0,3524709.0,1.7394900000000002,0.0,0.0
2020-04-01,SC,Jaguaruna,city,-28.62828063964844,-49.02502059936523,2,20024.0,4208807.0,9.988010000000001,0.0,0.0
2020-04-01,SP,Jandira,city,-23.5345401763916,-46.90488815307617,2,124937.0,3525003.0,1.60081,0.0,0.0
2020-04-01,SC,Jaraguá do Sul,city,-26.492469787597656,-49.0767707824707,4,177697.0,4208906.0,2.25102,0.0,0.0
2020-04-01,RO,Jaru,city,-10.431870460510254,-62.47359085083008,1,51775.0,1100114.0,1.93143,0.0,0.0
2020-04-01,GO,Jataí,city,-17.884069442749023,-51.72365951538086,2,100882.0,5211909.0,1.9825099999999998,0.0,0.0
2020-04-01,BA,Jequié,city,-13.859560012817385,-40.10747146606445,1,155966.0,2918001.0,0.64117,0.0,0.0
2020-04-01,RO,Ji-Paraná,city,-10.87483024597168,-61.95587158203125,1,128969.0,1100122.0,0.7753800000000001,0.0,0.0
2020-04-01,SC,Joinville,city,-26.304880142211914,-48.84621047973633,14,590466.0,4209102.0,2.37101,1.0,0.0714
2020-04-01,PB,João Pessoa,city,-7.115260124206543,-34.86108016967773,15,809015.0,2507507.0,1.85411,0.0,0.0
2020-04-01,BA,Juazeiro,city,-9.4399995803833,-40.48247146606445,2,216707.0,2918407.0,0.92291,0.0,0.0
2020-04-01,CE,Juazeiro do Norte,city,-7.236599922180176,-39.32194137573242,1,274207.0,2307304.0,0.36469,0.0,0.0
