date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,latitude,longitude
2020-03-19,AC,0,state,4,0.0,False,881935.0,12.0,0.45355,0.0,-9.978580474853516,-67.81183624267578
2020-03-19,AL,0,state,4,0.0,False,3337357.0,27.0,0.11986,0.0,-9.662039756774902,-35.73516082763672
2020-03-19,AM,0,state,3,0.0,False,4144597.0,13.0,0.07238,0.0,-3.122299909591675,-60.01462173461914
2020-03-19,BA,0,state,31,0.0,False,14873064.0,29.0,0.2084300000000001,0.0,-12.972900390625,-38.50123977661133
2020-03-19,CE,0,state,24,0.0,False,9132078.0,23.0,0.26281,0.0,-3.7833199501037598,-38.58890151977539
2020-03-19,DF,0,state,42,0.0,False,3015268.0,53.0,1.39291,0.0,-15.792110443115234,-47.89775085449219
2020-03-19,ES,0,state,13,0.0,False,4018650.0,32.0,0.32349,0.0,-20.30677032470703,-40.30622863769531
2020-03-19,GO,0,state,15,0.0,False,7018354.0,52.0,0.2137300000000001,0.0,-16.690370559692383,-49.25838088989258
2020-03-19,MG,0,state,29,0.0,False,21168791.0,31.0,0.13699,0.0,-19.91864013671875,-43.935691833496094
2020-03-19,MS,0,state,9,0.0,False,2778986.0,50.0,0.32386,0.0,-20.45149040222168,-54.616119384765625
2020-03-19,PA,0,state,1,0.0,False,8602865.0,15.0,0.01162,0.0,-1.4393600225448608,-48.49768829345703
2020-03-19,PB,0,state,1,0.0,False,4018127.0,25.0,0.02489,0.0,-7.130489826202393,-34.8673095703125
2020-03-19,PE,0,state,28,0.0,False,9557071.0,26.0,0.29298,0.0,-8.085169792175293,-34.91463851928711
2020-03-19,PI,0,state,3,0.0,False,3273227.0,22.0,0.09165,0.0,-5.105179786682129,-42.80194854736328
2020-03-19,PR,0,state,23,0.0,False,11433957.0,41.0,0.20115999999999998,0.0,-25.430479049682617,-49.28451156616211
2020-03-19,RJ,0,state,66,2.0,False,17264943.0,33.0,0.38228,0.0303,-22.90880012512207,-43.196739196777344
2020-03-19,RN,0,state,1,0.0,False,3506853.0,24.0,0.02852,0.0,-5.805920124053955,-35.210540771484375
2020-03-19,RS,0,state,31,0.0,False,11377239.0,43.0,0.27247,0.0,-30.03952980041504,-51.2169303894043
2020-03-19,SC,0,state,21,0.0,False,7164788.0,42.0,0.2931,0.0,-27.59984016418457,-48.54182052612305
2020-03-19,SE,0,state,6,0.0,False,2298696.0,28.0,0.26102,0.0,-10.910599708557129,-37.059898376464844
2020-03-19,SP,0,state,286,5.0,False,45919049.0,35.0,0.62284,0.0175,-23.53396987915039,-46.628868103027344
2020-03-19,RS,Alvorada,city,1,0.0,False,210305.0,4300604.0,0.4755,0.0,-30.00057029724121,-51.07857894897461
2020-03-19,GO,Anápolis,city,2,0.0,False,386923.0,5201108.0,0.5169,0.0,-16.328659057617188,-48.95294952392578
2020-03-19,GO,Aparecida de Goiânia,city,1,0.0,False,578179.0,5201405.0,0.17296,0.0,-16.822629928588867,-49.25107955932617
